SEQFAMILIA;SEQFORNECEDOR;PRINCIPAL;INDREPLICACAO;INDGEROUREPLICACAO;NROSEGFORNEC;INDINDENIZAVARIA;TIPFORNECEDORFAM;PADRAOEMBCOMPRAFORNEC;CALCDESCSUFRAMAPISCOFINS;INDCONTROLAFLEX;INDMEDIDAMETADISTRIB;NROBASEEXPORTACAO;EMBPADRAOIMPXML;USUARIOALTERACAO;INDBUSCANFAUTODEVFORNEC;FATORCONVEMBXML;INDCONTROLAPRINC;INDCOBRAIPIRECEB;DATAHORAALTERACAO;INDCONSIDTIPFORNCGO;NROBASEEXPORTACAOERP
15916;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15919;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15921;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15922;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15923;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15955;9773;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
15988;13340;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16085;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16086;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16095;5009;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16207;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16219;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16220;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16272;10884;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16281;11623;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16355;9414;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16484;10190;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16516;10190;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16525;10190;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16550;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16558;5783;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16577;13115;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16583;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16603;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16606;5866;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16622;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16624;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16639;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16640;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16651;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16652;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16655;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16656;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16657;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16660;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16663;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16664;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16665;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16666;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16669;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16670;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16671;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16672;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16673;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16674;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16675;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16677;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16681;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16684;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16686;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16693;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16694;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16735;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16758;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16771;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16777;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16793;7838;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16794;7838;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16798;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16799;2989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16800;10015;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16803;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16804;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16811;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16814;16535;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16833;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16834;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16835;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16849;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16850;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16851;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16852;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16853;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16854;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16895;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16896;7838;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16897;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16904;9858;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16906;9858;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16940;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16953;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16957;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16958;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16965;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16988;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16993;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16998;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
16999;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17000;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17003;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17008;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17018;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17019;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17024;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17029;8671;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17030;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17034;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17036;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17041;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17042;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17043;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17044;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17046;8671;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17047;8671;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17056;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17057;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17058;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17059;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17065;3411;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17071;5151;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17091;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17092;16099;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17173;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17178;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17179;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17182;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17184;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17185;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17208;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17209;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17210;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17211;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17212;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17213;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17215;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17220;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17222;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17223;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17224;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17225;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17226;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17229;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17231;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17232;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17233;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17234;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17236;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17237;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17259;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17267;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17280;10487;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17281;7879;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17282;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17301;5855;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17304;5855;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17320;14334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17323;14334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17331;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17333;16099;S;S;;;;;;S;;;5440569;;AD_AJUSTE;;;;;2026-05-22-17.07.41.000000;;
17334;16099;S;S;;;;;;S;;;5441991;;AD_AJUSTE;;;;;2026-05-23-09.10.26.000000;;
17335;16099;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
17336;16099;S;S;;;;;;S;;;5404963;;AD_AJUSTE;;;;;2026-05-06-10.48.42.000000;;
17337;16099;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.41.000000;;
9296;14382;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9297;14382;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9306;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9307;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9309;14382;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9313;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9315;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9318;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9323;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9324;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9325;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9342;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9386;14861;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9394;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9400;14861;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9423;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9473;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9480;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9481;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9482;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9484;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9485;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9493;7843;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9507;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9547;5232;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9549;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9581;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9587;5232;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9588;5232;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9612;3739;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9641;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9642;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9645;12650;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9647;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9648;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9649;7194;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9661;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9714;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9715;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9799;14226;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9817;16169;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9823;16169;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9824;16169;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9825;16169;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9830;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9831;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9854;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9855;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9856;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9861;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9866;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9868;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9869;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9873;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9874;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9875;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9876;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9878;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9906;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9907;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9914;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9920;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9927;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9928;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9980;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9981;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
9995;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10007;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10010;3989;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10019;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10040;6757;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10048;10487;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10049;10487;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10050;10487;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10069;9873;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10073;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10076;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10096;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10108;9537;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10118;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10132;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10134;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10136;2832;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10204;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10207;8309;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10219;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10231;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10259;13523;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10260;13523;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10261;13523;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
10289;9873;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
